,bbox,text,conf,time_s,current_frame
185,"[[127.49297987343661, 45.13806578484223], [168.97152033878314, 48.76304381980899], [167.5070201265634, 63.86193421515777], [126.02847966121686, 59.23695618019101]]",darzyy,0.9938885758909637,12.7,381
186,"[[69, 47], [117, 47], [117, 61], [69, 61]]",NIcaro,0.618385966474211,12.733333333333333,382
187,"[[237, 47], [293, 47], [293, 63], [237, 63]]",cLouding,0.9476037321983023,12.733333333333333,382
188,"[[127.49297987343661, 45.13806578484223], [168.97152033878314, 48.76304381980899], [167.5070201265634, 63.86193421515777], [126.02847966121686, 59.23695618019101]]",darzyy,0.993867571450608,12.733333333333333,382
189,"[[69, 47], [117, 47], [117, 61], [69, 61]]",NIcaro,0.631279503157402,12.766666666666667,383
190,"[[237, 47], [293, 47], [293, 63], [237, 63]]",cLouding,0.9476494145178537,12.766666666666667,383
191,"[[127.49297987343661, 45.13806578484223], [168.97152033878314, 48.76304381980899], [167.5070201265634, 63.86193421515777], [126.02847966121686, 59.23695618019101]]",darzyy,0.9940101170278708,12.766666666666667,383
192,"[[119, 47], [177, 47], [177, 61], [119, 61]]",fANTIM,0.7099034002888386,13.066666666666666,392
193,"[[243, 49], [293, 49], [293, 61], [243, 61]]",cosios,0.6546249562668071,13.066666666666666,392
194,"[[119, 45], [177, 45], [177, 61], [119, 61]]",fANTIM,0.7757311839497433,13.1,393
195,"[[243, 47], [293, 47], [293, 61], [243, 61]]",cosmos,0.9894424232588361,13.1,393
196,"[[97, 47], [177, 47], [177, 61], [97, 61]]",Ww fANTIM,0.7057694831016929,13.133333333333333,394
197,"[[243, 49], [293, 49], [293, 61], [243, 61]]",cosmos,0.5313997173075037,13.133333333333333,394
198,"[[119, 47], [177, 47], [177, 61], [119, 61]]",fANTIM,0.4394182356788808,13.166666666666666,395
199,"[[243, 47], [293, 47], [293, 61], [243, 61]]",cosmos,0.9842773933254644,13.166666666666666,395
200,"[[119, 45], [175, 45], [175, 61], [119, 61]]",FANTIM,0.5291371131100194,13.2,396
201,"[[243, 49], [293, 49], [293, 61], [243, 61]]",cosinos,0.6618509629482046,13.2,396
202,"[[119, 47], [175, 47], [175, 61], [119, 61]]",FANTTM,0.5564792530159851,13.233333333333333,397
203,"[[243, 47], [293, 47], [293, 61], [243, 61]]",cosinos,0.45254063926871474,13.233333333333333,397
204,"[[73, 49], [97, 49], [97, 61], [73, 61]]",W,0.7750948228390939,13.5,405
205,"[[94, 43], [151, 43], [151, 63], [94, 63]]",tANTIM,0.6552533725891548,13.5,405
206,"[[241, 45], [293, 45], [293, 61], [241, 61]]",MIZUAL,0.31900813592395133,13.5,405
207,"[[105, 47], [153, 47], [153, 61], [105, 61]]",Nitaro,0.6642531570699202,13.533333333333333,406
208,"[[243, 47], [293, 47], [293, 63], [243, 63]]",Jumper,0.999768631120048,13.533333333333333,406
209,"[[73, 77], [153, 77], [153, 91], [73, 91]]",Ww fANTIM,0.8191690021088862,13.533333333333333,406
210,"[[241, 75], [293, 75], [293, 91], [241, 91]]",VIZUAL,0.9663619742216525,13.533333333333333,406
211,"[[105, 47], [153, 47], [153, 61], [105, 61]]",Nitaro,0.6130460485857062,13.566666666666666,407
212,"[[243, 47], [293, 47], [293, 63], [243, 63]]",Jumper,0.9996986449493344,13.566666666666666,407
213,"[[73, 77], [153, 77], [153, 93], [73, 93]]",Ww fANTIM,0.3930342889504812,13.566666666666666,407
214,"[[173, 77], [195, 77], [195, 93], [173, 93]]",t,0.23863571398823868,13.566666666666666,407
215,"[[241, 75], [293, 75], [293, 91], [241, 91]]",VIZUAL,0.9634191410398889,13.566666666666666,407
216,"[[105, 45], [153, 45], [153, 61], [105, 61]]",NItaro,0.8291530737815507,13.6,408
217,"[[243, 47], [295, 47], [295, 63], [243, 63]]",Jumper,0.9997785110215672,13.6,408
218,"[[73, 77], [153, 77], [153, 91], [73, 91]]",WWN IANTIM,0.18183496109856614,13.6,408
219,"[[171, 73], [195, 73], [195, 93], [171, 93]]",7,0.2068185979806323,13.6,408
220,"[[240, 73], [293, 73], [293, 93], [240, 93]]",VIZUAL,0.9849169147216735,13.6,408
221,"[[105, 47], [151, 47], [151, 61], [105, 61]]",Nitint,0.022099599213118076,13.633333333333333,409
222,"[[242, 46], [293, 46], [293, 64], [242, 64]]",Jumper,0.9996865735530593,13.633333333333333,409
223,"[[97, 49], [147, 49], [147, 61], [97, 61]]",cosmos,0.3171688565638318,13.733333333333333,412
224,"[[215, 45], [295, 45], [295, 61], [215, 61]]",Wi FANTIM,0.16775444941926282,13.733333333333333,412
225,"[[44.98595974687321, 44.27613156968446], [87.94304067756626, 49.526087639617984], [86.0140402531268, 64.72386843031553], [43.05695932243374, 60.473912360382016]]",darzwy,0.3363207239696017,13.733333333333333,412
226,"[[45, 47], [89, 47], [89, 63], [45, 63]]",dorzyy -,0.5758945117366135,13.766666666666667,413
